名称,地址,纬度,经度
上海市静安区北站医院,上海市静安区南星路29号,31.249744,121.471517
上海中医药大学附属曙光医院(西院),上海市黄浦区普安路185号,31.228758,121.48579
上海医大医院,上海市青浦区倪家角路39号,31.160406,121.288738
上海海华医院,上海市嘉定区江桥镇海波路358号,31.273488,121.345157
上海好望角医院,上海市静安区沪太支路566弄,31.29825,121.429087
肿瘤研究所,上海市杨浦区五角场镇翔殷路800号二军大图书馆西11,31.310506,121.535665
仁济浦南分院(西院),上海市浦东新区浦东南路2400号,31.202998,121.516139
上海市肺科医院,上海市杨浦区政民路507号,31.308799,121.50865
上海正德医院,上海市浦东新区莲溪路1210弄,31.175426,121.571899
上海太平康复医院,上海市浦东新区周浦镇忘忧路99弄3号(忘忧路与望春花路交叉口东南),31.118796,121.633094
上海市中医医院,静安区芷江中路274号,31.265193,121.47821
同济大学附属同济医院分院,上海市杨浦区赤峰路50号,31.286118,121.507458
上海市第六人民医院(金山分院),上海市金山区朱泾镇健康路147号,30.898385,121.163925
同济大学附属口腔医院,上海市静安区延长中路399号,31.27751,121.459241
上海神州医院,上海市长宁区仙霞西路601号,31.214255,121.3685
上海市宝山区中西医结合医院,上海市宝山区友谊支路301号,31.415612,121.493228
上海市瑞金康复医院,上海市黄浦区瞿溪路1100号,31.204494,121.480215
联新国际医疗上海禾新医院,上海市徐汇区钦江路102号,31.18278,121.416006
红睦房中城医院,上海市杨浦区沈阳路166号,31.266224,121.54229
上海知音医院,上海市浦东新区年家浜路388号,31.121186,121.581843
上海博爱医院,上海市徐汇区淮海中路1590弄1号,31.215109,121.450811
上海江东医院,上海市浦东新区金桥路300号,31.271199,121.577685
复旦大学-校医院,上海市杨浦区邯郸路220号复旦大学邯郸校区5号楼,31.303921,121.513746
上海申养康复医院,上海市闵行区南江洲路21号浦江城市生活广场F1 ,31.089924,121.512938
上海青城医院,上海市青浦区盈港路468号,31.165842,121.121891
上海市静安区市北医院(分部),上海市静安区闻喜路1152号,31.314562,121.449986
上海九和堂中医医院,上海市金山区杭州湾大道128弄1号,30.727222,121.364308
上海市外高桥保税区医疗保健中心,上海市浦东新区华京路2号,31.326241,121.612836
上海消防医院,上海市静安区三泉路22号,31.30831,121.449167
上海海鹤医院,上海市嘉定区曹安公路1978号百佛园内,31.262976,121.363378
中国人民解放军海军九〇五医院分院,上海市徐汇区沪闵路9585号,31.173156,121.441613
上海沃德医疗中心,上海市浦东新区陆家嘴街道南泉北路399号,31.239434,121.523129
上海市普陀区人民医院,上海市普陀区江宁路1291号,31.251779,121.447604
上海交通大学医学院附属仁济医院(北院),上海市浦东新区灵山路845号,31.238991,121.557646
上海市松江区中心医院,上海市松江区中山中路746号,31.013524,121.227258
上海嘉会国际医院,上海市徐汇区桂平路689号,31.181313,121.406871
上海交通大学医学院附属仁济医院(西院),上海市黄浦区山东中路145号,31.239327,121.490742
复旦大学附属华山医院,上海市静安区乌鲁木齐中路12号,31.222481,121.449353
上海交通大学医学院附属瑞金医院,上海市黄浦区瑞金二路197号,31.217832,121.474134
上海君康医院,上海市浦东新区北艾路1195号,31.187817,121.53879
上海安国医院,上海市曹安路1991号,31.262005,121.358374
上海申东医院,上海市浦东新区严桥路306号(杨高南路高科西路口),31.191977,121.535524
上海申德医院,虹桥路2281号(剑河路入口),31.197515,121.380781
上海邮电医院(南部),徐汇区复兴中路1315号,31.217993,121.461677
上海彭江医院,上海市静安区彭江路51号,31.290989,121.466493
上海市皮肤病医院,上海市静安区保德路1278号,31.322397,121.451586
上海市儿童医院(北京西路院区),上海市静安区北京西路1400弄24号,31.235758,121.454765
复旦大学附属肿瘤医院(浦东院区)-东区,上海市浦东新区康新公路4333号,31.119334,121.626337
长海医院-PCT-CT中心,上海市杨浦区五角场镇新江湾城街道长海路168号,31.314994,121.534459
上海市公共卫生临床中心(市区分部),上海市虹口区同心路921号,31.279712,121.476877
同济大学附属上海市第四人民医院,上海市虹口区三门路1279号,31.317698,121.475547
上海新光医院,上海市杨浦区佳木斯路258号,31.303899,121.545655
上海中医药大学附属松江医院,上海市松江区茸兴路369号,31.050362,121.255482
上海永浩护理院,上海市长宁区中山西路1438号,31.197167,121.426058
上海海鹰医院,上海市静安区场中路2888号,31.310935,121.445339
上海师范大学校医院,上海市徐汇区桂林路100号,31.165318,121.422585
上海怀德护理院,上海市杨浦区怀德路720号,31.266641,121.530821
复旦大学附属眼耳鼻喉科医院-药剂科,上海市徐汇区汾阳路83号,31.215837,121.4598
上海市青浦区红十字护理医院,上海市青浦区赵巷镇巷居路289号,31.164717,121.202619
上海职工康复医院,上海市长宁区延安西路2558号7号楼,31.204787,121.404033
上海逸仙医院,上海市徐汇区枫林路180号,31.203926,121.461069
浦东新区绿色医院,上海市浦东新区莲园路271号,31.191832,121.55953
上海华康护理院,上海市杨浦区开鲁路开鲁五村1号,31.332103,121.53385
上海市东方医院(南院),上海市浦东新区云台路1800号,31.15376,121.519178
上海市临床输血质量控制中心,上海市杨浦区长海路168号上海长海医院3号楼,31.313959,121.532209
精武中医堂,上海市虹口区四川北路1702弄32号,31.26376,121.490959
上海长征医院浦东新院工程指挥部,上海市浦东新区曙启路与镇北路交叉路口往西约70米,31.276986,121.682313
上海市口腔病防治院(复兴中路分院),徐汇区复兴中路1258号,31.21925,121.4643
上海申养康复医院BOBATH工作室,上海市闵行区浦晓南路浦江城市生活广场,31.089987,121.5129
