名称,地址,纬度,经度
双桥社区,江苏省南京市江宁区龙秦路南侧,31.847486,118.9199
方边社区,江苏省南京市溧水区,31.705986,119.124409
南华社区,南京市栖霞区化新路南化新村社区,32.143433,118.825114
定湖社区,江苏省南京市溧水区东屏街道,31.717672,119.109436
淳化新市镇社区服务中心,南京市江宁区虎啸路万科金域澜庭西南侧约270米,31.930989,118.945898
瑞金新村,瑞金路36号,32.036673,118.818469
宁光社区,江苏省南京市江宁区横溪街道宁光路宁光社区,31.695561,118.759286
小彭社区,江苏省南京市江宁区禄口街道,31.713927,118.929535
社区中心,南京市玄武区运粮河西路花港·鸿福城-枫林园东侧约40米,32.032847,118.901966
新生社区,江苏省南京市江宁区龙腾宾馆(来凤路东),31.768517,118.868816
青源社区,秣陵街道殷华街266号,31.918951,118.839016
联合社区,江苏省南京市浦口区永宁街道,32.169807,118.587837
云台社区,南京市江宁区云矿路与横云路交叉口东南150米云台社区村委会附近,31.751134,118.749439
天景社区,江苏省南京市浦口区泰山街道盘汪线黄姚林场联合社区附近,32.146944,118.703148
麒麟街道社区卫生服务中心(新院区),江苏省南京市江宁区开城路111号,32.053309,118.933919
新杭社区,江苏省南京市江宁区横溪街道云台街新杭社区,31.77468,118.776222
新集社区,江苏省南京市六合区新集南路31西80米,32.311015,118.736093
曹后社区,江苏省南京市玄武区红山街道,32.092173,118.812171
清凉山社区,鼓楼区华侨路街道华侨路街道虎踞路,32.051749,118.768036
仪凤社区,江苏省南京市溧水区永阳街道,31.64868,119.052192
群力社区,江宁区招商依云郡27幢三楼（空港小学西侧）,31.776433,118.869723
青林社区,南京市江宁区,32.071525,119.09093
李姚社区,江苏省南京市六合区龙池街道,32.297962,118.783159
五塘新村一段社区,江苏省南京市鼓楼区幕府东路52号东90米,32.116943,118.789834
南京市栖霞区马群街道花岗社区居民委员会,江苏省南京市栖霞区花港路1号4层,32.037455,118.903775
东南社区,江苏省南京市江宁区殷华街368西100米,31.923864,118.846724
叶村社区居民委员会,江苏省南京市江宁区铜虹街20号,31.799227,118.5568
新庄社区,江苏省南京市玄武区红山路12号东60米,32.086647,118.81351
永盛社区,江苏省南京市雨花台区西善桥街道永盛社区,31.947668,118.694522
丁山社区,江苏省南京市鼓楼区虎踞北路75号华严岗一号院-5幢,32.082899,118.759799
冶山镇,六合区,32.524625,118.963698
龙山社区,江苏省南京市浦口区汤泉街道龙山东街18号,32.009075,118.514802
新淮社区,江苏省南京市溧水区柘塘街道,31.768676,118.953316
叶村社区民主监督委员会,江苏省南京市江宁区铜虹街20,31.799368,118.556657
茅亭社区,南京市江宁区光明路102号,31.78525,118.86464
王墅社区,天景山小区春秀苑附近,31.958569,118.882814
泥塘社区,江苏省南京市江宁区东山街道文靖东路66号,31.970185,118.876322
永宁街道,江苏省南京市浦口区,32.136046,118.574864
清凉山社区居民委员会,江苏省南京市鼓楼区虎踞路49号,32.051868,118.76821
南京市栖霞区仙林街道汇通社区居民委员会,仙林中心站风华路1号仙林曼度广场2楼-206室仙林曼度广场M,32.099463,118.93549
舸舫园创业社区,南京市鼓楼区川江街与漓江路交叉路口向东北约150米,32.068328,118.744696
莲花南苑社区居民委员会,南京市建邺区平良大街41号,31.968668,118.721055
东山社区,江苏省南京市江宁区东山街道文靖路89,31.96618,118.850124
清修社区,南京市江宁区江横路,31.829357,118.622521
板桥社区居民委员会,江苏省南京市浦口区跃进西路,32.195282,118.655891
淳化街道双岗社区居民委员会,江苏省南京市江宁区淳化街道梨树园路197号,31.936943,118.947987
江宁路社区居民委员会,江苏省南京市秦淮区夫子庙街道转龙巷20-1号,32.017809,118.797778
索墅社区,南京市江宁区索墅镇西70号,31.934312,119.006239
外港社区,江苏省南京市江宁区翠文路43号,31.955191,118.840929
骆村社区,淳化街道谭园西路156-2号,31.944935,118.85594
东南社区居民委员会,江苏省南京市江宁区前庄路殷巷新寓282栋旁,31.923849,118.846709
下墟社区,江苏省南京市江宁区铺岗街殷巷新寓205栋对面,31.912077,118.844777
杭村,江苏省南京市溧水区X307(芝沙线),31.478834,119.114386
复兴社区居民委员会,江苏省南京市浦口区润泰花园商业用房2-02正北方向127米,32.157392,118.753883
泉水社区,江苏省南京市江宁区麒麟街道,32.030458,118.937137
毛许社区,江苏省南京市六合区毛许街道83号西北90米,32.32607,118.796869
南京市浦口区桥林街道滨江社区党群服务中心,南京市浦口区金鼎路与兰花路交叉路口往西约240米,31.96253,118.550478
浦润花园,南京市浦口区广西埂大街100号,32.094953,118.696254
南京市浦口区桥林街道社区卫生服务中心爱心母婴室,南京市浦口区桥林街道梨花园柳岸路2号,31.951365,118.541961
太平村,江苏省南京市栖霞区联珠村二路,32.137399,118.825227
中前社区,南京市江宁区文靖西路108号,31.967004,118.842809
桥林街道兰花塘社区邻里中心,南京市浦口区丹桂路兰桥雅居-东区,31.960687,118.559962
禄口街道机场社区党群服务中心,南京市江宁区禄口街道金石路99号,31.780628,118.876534
莲花南苑社区党群服务中心,江苏省南京市建邺区沙洲街道平良大街41号,31.968665,118.720991
新篁镇,江苏省南京市六合区中共新篁镇委员会(439省道北),32.381171,118.955064
胭脂巷社区党群服务中心,南京市秦淮区船板巷2号,32.025855,118.784868
鼓楼区华侨路街道清凉山社区党群服务中心,江苏省南京市鼓楼区虎踞路49号,32.051898,118.768198
高旺,江苏省南京市浦口区高旺狮子岭路,32.00481,118.583655
党群服务中心,江苏省南京市雨花台区雨花经济开发区龙飞路8号金叶花园,31.931098,118.659125
板桥街道社会组织服务中心,南京市雨花台区宁芜公路南京市孙家中学东北侧约60米,31.898145,118.628939
