名称,地址,纬度,经度
永兴社区居民委员会人民调解委员会,海口市龙华区富兴街海口骑楼老街,20.047263,110.346284
中共尤尼泰(海南)税务师事务所联合支部委员会,海口市美兰区振兴路美舍小区-河湾别墅,20.034363,110.370145
府城街道北胜社区居民委员会退役军人服务站,海南省海口市琼山区建国一横路5号,20.009811,110.361106
海南省规划委员会,海口市美兰区国兴大道9号省政府办公区展楼西侧海南省规划展览馆2楼,20.023945,110.357251
海南省爱国卫生运动委员会,海口市美兰区海府路海南省卫生和计划生育委员会综合楼,20.03359,110.36418
中国成人教育协会科技科普教育专业委员会,海南省海口市美兰区国兴大道11号国瑞大厦C座(东塔)1303A室,20.023536,110.359921
中共下洋社区支部委员会,海口市美兰区振兴南路海口实验中学东侧约140米,20.024322,110.375639
美兰区重点项目推进管理委员会,美兰区政府办公大楼320室,20.034598,110.372962
中共府城街道北官社区支部委员会,海南省海口市琼山区北官西街34号,20.013766,110.360231
凤翔街道洗马桥社区居民委员会退役军人服务站,海南省海口市琼山区凤翔东路与三峰路交叉口西北300米,19.996186,110.364185
中国共产党海口市二手车鉴定评估协会党支部委员会,海口市美兰区新大洲大道与琼山大道交叉路口往东北约190米,19.979574,110.433484
海南省人大常委会,海口市美兰区白龙街道国兴大道69号海南广场,20.023068,110.386929
演东村村务监督委员会,海口市美兰区西河四路与瑶城四路交叉路口西南侧,19.960367,110.561233
海口市美兰区灵山镇新岛村人民调解委员会,海口市美兰区琼山大道,20.008891,110.409407
海南省海口市美兰区国防动员委员会,海口市美兰区群上路美兰区人民政府,20.034894,110.372797
演丰镇演海村民委员会退役军人服务站,海口市美兰区海口聚焦零海摄影主题民宿西北侧约90米,19.989369,110.594597
塔市村委会群众工作服务点,海口市美兰区塔市小学东侧约230米,20.002819,110.538968
灵山镇大林村委会退役军人事务站,海南省海口市美兰区灵山镇大林村委会大林墟232号,20.006139,110.458022
龙塘镇新民村民委员会退役军人服务站,海口市琼山区新民小学南侧约60米,19.905121,110.406948
三江镇江源村民委员会退役军人服务站,海南省海口市美兰区064乡道,19.853867,110.615015
红旗镇福坡村民委员会退役军人服务站,海南省海口市琼山区红旗镇福坡村委会,19.758481,110.550168
中国共产党海口市美兰区新埠街道工作委员会,海口市美兰区新埠街与中坡街交叉路口往西南约230米,20.058837,110.370737
海口市美兰区监察委员会派出博爱街道监察室,海口市美兰区塘边路海口市化工三厂公寓西北侧约90米,20.048027,110.355697
中共中山街道工作委员会,海南省海口市龙华区大兴西路101号附近,20.044518,110.351574
中国共产党海口市美兰区白龙街道工作委员会,海口市美兰区白龙南路25号,20.039749,110.368717
三江镇三江居居民委员会退役军人服务站,海口市美兰区隆三线,19.902311,110.65591
海口市美兰区大致坡镇金堆村民委员会退役军人服务站,海南省海口市美兰区金堆村28号,19.852795,110.680943
海口市美兰区监察委员会派出人民街道监察室,海南省海口市美兰区海甸一西路4号紫金山大厦3楼,20.052234,110.347831
盐灶海关宿舍小区人民调解委员会,海口市龙华区盐灶路海关盐灶区宿舍,20.045451,110.33909
中共灵山社区支部委员会,海口市美兰区琼文大道绿地城七期逸园小区东北侧约110米,19.97426,110.439418
海南省建筑节能协会光电行业委员会,海口市美兰区海甸五西路南希别墅,20.067133,110.335889
灵山镇群山村村务监督委员会,海口市美兰区潭龙路海口市灵山镇中心小学西南侧,19.969242,110.436008
红星村委会文化室,海南省海口市琼山区红星路(海口市琼山第十一小学南侧约150米),19.977639,110.373474
华海社区居委会,海南省海口市龙华区华海路10号,20.028853,110.33495
中共海口琼洲文化风情街景区支部委员会,海口市琼山区滨江路海南花卉大世界北门东南侧约80米,19.982665,110.414878
灵山镇委,海南省海口市美兰区白驹大道权拥村(琼菜坊北侧),20.023626,110.421862
中共美兰区纪律检查委员会,海口市美兰区琼山大道80号,20.023984,110.408987
中共海南省纪律检查委员会,海南省海口市美兰区国兴大道69号海南广场2号楼,20.024816,110.390201
人社就业社保服务窗口(长流镇镇海社区居民委员会),滨海大道镇海村C3栋3楼308房,20.060368,110.21239
人社社保就业服务窗口(长北村民委员会),长流镇长滨路式金村,20.042585,110.216876
东湖村委会退役军人服务站,美兰区灵山镇东湖村委会办公室,20.059148,110.406006
东和村文体活动室,海口市东和小学西侧约30米,20.067194,110.391498
流水坡调解室,海口市美兰区敬贤路滨江新苑(A区),20.040484,110.381291
