名称,地址,纬度,经度
花都区狮岭镇敬老院,广州市花都区振兴路振兴幼儿园(振兴路)北侧约80米,23.470459,113.167315
万顷沙镇敬老院,广州市南沙区万顷沙镇福安一街2港7号b栋,22.713972,113.561425
东华敬老院,广东广州市增城区井头街一巷63号,23.118823,113.62682
花东敬老院(北兴医院西北),广州市花都区北兴街26号,23.432996,113.424804
三江敬老院,广州市增城区爱卫路13号,23.190636,113.870601
福瑞馨养老院,广东省广州市天河区鳌鱼岗大街自编89号,23.172868,113.338663
安怡敬老院,广东省广州市荔湾区金宇花园紫翠二街25号,23.064674,113.260822
海滨敬老院(长堤路),广州市增城区新塘镇长堤路16号,23.112858,113.625533
龙潭敬老院,广州市从化区官庄大围街与龙潭松岭街交叉路口往西约60米,23.682046,113.425078
大岗镇敬老院,广州市南沙区Y961上村幼儿园(中心街)东侧约210米,22.78535,113.402758
黄埔区长洲街综合养老服务中心(颐康中心),广东省广州市黄埔区金洲北路468号,23.080748,113.432968
东涌敬老院,广州市南沙区东涌镇东涌街18号,22.88705,113.468235
派潭敬老院,派潭镇洪田小区,23.495059,113.783599
小楼镇敬老院,广州市增城区荷花路2号,23.386273,113.838545
赤坭镇敬老院,广东省广州市花都区赤坭镇长寿路85号,23.397361,113.090248
广州市第二老人院,广州市黄埔区新龙镇广汕八路988号,23.286816,113.602628
广州市花都区雅瑶敬老院,广东省广州市花都区雅瑶新村永光六巷9号,23.370748,113.238199
温泉镇综合养老服务中心(颐康中心),广州市从化区桃园东路温泉镇敬老院,23.619953,113.703266
广州敬老院,广东省广州市海珠区江泰路2号,23.087734,113.287873
南沙区养老院,黄阁镇麒麟中学旁,22.821293,113.504892
东涌鱼窝头敬老院,广东省广州市南沙区鱼丰大街45号,22.857227,113.466258
松鹤养老院西郊分院,广东省广州市荔湾区粤南大街3号（西郊泳场旁）,23.12754,113.233651
培正社区星光老年之家,广东省广州市越秀区培正东街4号,23.125244,113.30394
康养敬老院,广东省广州市荔湾区南源街道富力路6号3楼,23.140066,113.238079
温泉镇敬老院,广东省广州市从化区密石街与934县道交叉口西南220米,23.619947,113.703403
番禺区新造镇小谷围街敬老院,广州市番禺区新化快速路广州市番禺区新造镇敬老院,23.047136,113.443541
炭步镇敬老院,广州市花都区桥南路11号,23.345391,113.111672
洛溪敬老院,广州市番禺区洛溪中路72号,23.053658,113.296639
松鹤养老院(沙园路),沙园路1号,23.093838,113.273855
广州市荔湾区海中敬老院,广东省广州市荔湾区中南街海中大道1号412-525公交总站,23.059357,113.208119
甲子园养老院,广东省广州市黄埔区联和街黄陂北社路108号,23.242826,113.42337
广州市白云区大源养老院,广东省广州市白云区大源街道大源南路102号,23.249714,113.355107
广州颐寿安养麓湖家长荟,广东省广州市越秀区横枝岗路64号(正门),23.154188,113.297101
天河区凤凰街综合养老服务中心(颐康中心),广东省广州市天河区凤凰街道渔东路88号凤凰医院5楼整层,23.218924,113.391445
夏良第八社敬老院,广州市白云区南胜街广州市白云区太和镇卫生院,23.290079,113.311238
横沥敬老院,广东省广州市南沙区乐园街1号,22.738651,113.494091
越秀银幸颐园(晓园北)养护院,广东省广州市海珠区晓港中马路132之一号昌泰路203号902房,23.094168,113.289463
棠下敬老院(穗景大厦C座店),广东省广州市白云区棠下南街83号穗景大厦C座附楼2楼,23.179653,113.262536
潭洲镇敬老院,广州市南沙区Y961上村幼儿园(中心街)东侧约210米,22.785548,113.402464
灵山镇敬老院,广州市南沙区爱灵东路锦江苑-一区西侧约70米,22.817089,113.419111
镇龙敬老院,广东省广州市黄埔区新龙镇S378(九龙大道),23.294334,113.584779
新塘镇群星村敬老院,广东省广州市增城区简边塘堂街,23.11875,113.615419
周千秋梁粲缨敬老院,广东省广州市番禺区宝堂路61号,23.051016,113.460627
人和镇敬老院,广东省广州市白云区人和镇江人二路132号蚌湖医院,23.299976,113.265376
沙埔敬老院,广东省广州市增城区新塘镇长巷沙埔社区老年人活动中心,23.169184,113.671204
养和怡老院,广州市荔湾区东裕围桥北横街1号,23.071219,113.26466
颐寿安养养老院(黄沙长寿分院),广东省广州市荔湾区丛桂路丛桂新街50号,23.117444,113.24504
市桥街综合养老服务中心(颐康中心),广东省广州市番禺区大西路20号,22.942148,113.371095
梯面敬老院,广州市花都区绿河路,23.558913,113.305891
龙归镇敬老院,冻蜜园甜品附近,23.293569,113.324342
振兴敬老院,广东省广州市花都区狮岭镇康政路3号,23.469098,113.165759
能享敬老院,广州市荔湾区文昌北路何家祠道逢源街8号,23.126488,113.250076
慈爱养老院(洲咀大街),洲咀大街13号(同福西地铁站D口步行420米),23.108292,113.254605
瑞恩颐养院,广州市黄埔区丽江街41号,23.068243,113.520911
太平镇神岗敬老院,广州市从化区卫生巷流溪河山庄一至-二期南侧约30米,23.486658,113.535452
增江敬老院,广东省广州市增城区X196(狮尾路),23.282686,113.866921
慈恩护老院,广东省广州市花都区花山镇106国道(平步大道东交汇处)联民综合楼,23.433893,113.271222
新造镇敬老院,广东省广州市番禺区新造镇谷围新村松寿园2号,23.046964,113.443817
广州荔湾西塱敬老院,广东省广州市越秀区长堤路购物休闲街濠畔街195号,23.122549,113.265035
赤坭镇综合养老服务中心(颐康中心),广东省广州市花都区沿江路8号,23.392675,113.083713
广州市增城区石滩镇石滩敬老院,广东省广州市增城区石滩镇立新西路97-1号,23.186533,113.792379
吕田镇敬老院,广东省广州市从化区G105(中新北路),23.816479,113.960862
越秀区建设街综合养老服务中心(颐康中心),广东省广州市越秀区环市中路麓景路南坑东18号,23.146141,113.284426
同和敬老院,广州市白云区同和白山东路30号,23.20471,113.335425
正果敬老院,广东省广州市增城区S119(正果大道),23.411564,113.895418
吕田敬老院,广东省广州市从化区吕田镇G105(中新南路),23.80979,113.951388
蚌湖敬老院,广州市白云区江人二路140号,23.299968,113.265561
广州市海珠区康宇养老院,广州市海珠区南华中路196号,23.112196,113.264702
东明敬老院,广东省广州市从化区545乡道东50米,23.88696,113.874772
广州市海珠区华洲街综合养老服务中心(颐康中心),广东省广州市海珠区龙潭西约村头街五巷6号,23.088298,113.339396
温泉镇龙岗村老人颐养院,广州市从化区桃园西路龙岗村凤凰队南侧约110米,23.604676,113.671385
鳌头敬老院,广州市从化区鳌头镇水西村,23.626109,113.409077
广州重型机器厂敬老院,广州市海珠区沙园路8号2楼,23.091668,113.270986
继康敬老院,广州市花都区花都大道与港头村南山路交叉路口往南约280米,23.427271,113.396756
张家里社区星光老年之家,广东省广州市越秀区小石街54号,23.14029,113.276449
白云区云城街综合养老服务中心(颐康中心),广东省广州市白云区齐富路27号君富商务中心3楼,23.200484,113.277407
宏岗敬老院,广州市黄埔区宏岗路107号,23.110167,113.53844
晶辉养老院,广东省广州市荔湾区昌华横街9号,23.120781,113.241288
祥景楼第二护养中心,广东省广州市黄埔区新龙镇G324(福昆线),23.287883,113.60365
从化区良口镇敬老院,广州市从化区新城南路与新街交叉路口往东南约280米,23.721611,113.742774
梯面镇综合养老服务中心(颐康中心),广东省广州市花都区金梯大道11号,23.555962,113.300862
黄埔区云埔街综合养老服务中心(颐康中心),广东省广州市黄埔区云埔街道荔元路33号笔村公寓三期A栋一楼,23.122422,113.526906
从化良囗镇敬老院,广州市从化区良口镇新城路53号,23.721915,113.739015
水基社区星光老年之家,广东省广州市海珠区中盛路14号,23.065845,113.326306
金禧养老院,广州市海珠区天庆里1号,23.105154,113.263825
仑头敬老院,广东省广州市海珠区仑头南约新街仑头公园西侧约140米,23.081459,113.382265
凤岭社区星光老年之家,广州市白云区春和一巷金沙洲新社区-一区,23.159099,113.208275
福寿康居家养老照护敬老院(东一环路店),广东省广州市越秀区福泉街25号-2号,23.133185,113.265499
南沙区大岗镇综合养老服务中心(颐康中心),广东省广州市南沙区环城东路97号,22.818363,113.418179
广州市二级敬老院,广东省广州市海珠区柳塘大街32号西60米,23.09912,113.401149
上涌东约社区星光老年之家,上冲东约大街8上涌幼儿园附近,23.086664,113.326701
颐养院,广东省广州市花都区荔红北路8号,23.390344,113.192331
德安社区星光老年之家,广东省广州市番禺区清河东路15-、17号,22.941097,113.378543
石井街凰岗社区颐康服务站,广东省广州市白云区凤凰大街23号,23.203004,113.229977
广州心慈养老院,广州市白云区机场路28号后座,23.167081,113.270211
