名称,地址,纬度,经度
龙归华侨医院,427路;510路;652路;711路;751路;753路;840路;986路;夜86路;夜94路,23.289023,113.310698
大岗医院,南沙39路;南沙42路;南沙45路;南沙49路;南沙58路;南沙65路;南沙65路快线;南沙67路,22.810774,113.416411
横沥医院,南沙10路;南沙10路短线;南沙12路;南沙17路;南沙40路;南沙55路;南沙G4路,22.742483,113.499985
黄阁医院,番141路;南沙15路;南沙33路;南沙3路;南沙49路;南沙8路,22.832458,113.515196
灵山医院,南沙32路;南沙39路;南沙40路;南沙40路短线;南沙49路;南沙58路;南沙59路;南沙G3路,22.815369,113.425459
钟落潭医院,709路;716路;725路,23.38946,113.41513
开发区医院,363路;440路;453A路;516路;573路快线;B28路;广369路;夜41路;莞616路;莞618路;莞619路;莞619路区间;莞86路,23.064194,113.536938
省银行医院,109路;110路;184路;297路;547路;706路,23.150302,113.297102
家家乐医院,40路;503路;518路;548路;562路;564路;764路;772路;773路;774路;B18路;B18路快线;B19路;B21路;B8路;天健上城正门-家家乐医院站;夜100路;夜36路;夜47路;夜81路,23.135663,113.400231
广州华侨医院-门诊部,广东省广州市天河区黄埔大道西613号,23.131771,113.356905
剑桥郡医院,302A路,23.024769,113.391092
天贵社区医院,花17路联民村;花17路王子山;花17路五联村;花76路,23.385205,113.229388
人和华侨医院,510路;701路;704路;704路早间短线;707路;711路;712路;715路;724路;750路;828路;840路;971路;夜123路;夜129路;夜92路;夜94路,23.344167,113.299662
第二人民医院,花25路;花88路;花89路,23.468972,113.165145
工伤康复医院,743路;鹤龙4线,23.232867,113.30038
南部战区总医院(白云院区)-门诊楼,广东省广州市白云区广州大道北白灰场路15号,23.192793,113.331767
市慈善医院,193路;222路;411路;780路,23.103552,113.234464
水电二局医院,571路;增城22路;增城37路;增城39路,23.122172,113.6087
市十二人民医院(黄埔院区),397路,23.106216,113.537041
胡忠产科医院,花18路;花37路,23.371253,113.204021
广州市第一人民医院(白云医院),广州市白云区江同路同福楼,23.279335,113.241177
广州医科大学羊城医院,广东省广州市荔湾区黄沙大道31号,23.117861,113.241643
胡忠儿童医院,花109路;花11路;花16路,23.400173,113.207565
广州医科大学附属第一医院(交运院区),广东省广州市越秀区一德中路56-6号,23.121517,113.266804
广州广渔医院,广东省广州市海珠区新港东路2794号,23.093844,113.413178
菲思植发医院,广州市海珠区南洲路361号益鹏翠苑,23.070791,113.309486
广州市第一人民医院-市女医师协会,广东省广州市越秀区六榕街道盘福路1号,23.137453,113.264576
